rainfall_mm,humidity,temperature,wind_speed,previous_rainfall_mm,heavy_rainfall
56.18101782710438,51.10797573031718,23.925585256038588,33.6351497104449,57.19958782835928,1
142.60714596148742,72.51405684270148,23.704681986079997,39.834069859568615,80.54323292999864,1
109.79909127171076,92.37675015258449,33.59381870781555,12.523394939624948,76.01609297901591,1
89.79877262955549,83.93349318457368,23.74319299774259,31.243704980349946,15.389990469377368,1
23.40279606636548,88.39366887168698,24.079245891929464,28.587299157187434,14.92494697414739,0
23.399178050430397,79.52700200264304,31.390973936269454,41.64151883941356,26.817436774491334,0
8.71254182522992,81.53659387107115,26.7460976367581,45.304353024063026,36.10747263410372,0
129.92642186624028,90.95173909391916,31.650658354327717,0.6078385738693404,40.84555814084826,1
90.16725176148132,54.98008053155115,20.98049236346578,33.700995952939635,67.96972168333453,1
106.21088666940682,69.36549781858844,27.313567905100765,2.5917899559864512,5.66804321658354,1
3.087674144370367,53.27256650917613,20.50420400274924,27.442933253867796,3.4672704226066386,0
145.48647782429916,99.26008047979883,20.93979805183032,14.38163645218391,39.191056294390904,1
124.86639612006326,96.64356038119679,33.596561800166164,15.33882997610706,69.71636921379805,1
31.850866601741423,42.365608682110356,22.088680566763927,17.64792517261783,19.343534295648258,0
27.273745081065094,82.33451035094131,27.986310234128258,31.064622452480506,64.15044812562518,1
27.51067647801507,95.51489904493995,26.166434039010596,16.70249828343846,25.982813794029948,0
45.63633644393066,50.83452070764001,25.21014989388264,36.63495252951402,88.60861088135164,1
78.71346474483568,74.07671383315777,33.497500185309086,20.226369278693486,89.56899442666165,1
64.79175279631737,94.92929785528251,20.327350951632344,3.4176600154979306,29.72872042813265,1
43.684371029706284,42.03675871514793,29.956845292633837,39.187992124205365,22.99937539632405,0
91.77793420835692,81.84521603481039,34.45091651320325,14.2879162296353,41.13039720662313,1
20.924079097806274,57.840940442353045,28.402522751927627,21.638343979963132,24.05315851801487,0
43.82169728028272,95.46377172259182,34.05233693049638,34.27219416109508,67.23838432917036,1
54.95427649405376,98.26349470992207,20.783868189290356,16.6228078574356,82.60646845482856,1
68.41049763255539,96.65598934680604,26.28189978611242,2.8292828073357814,67.3092130911217,1
117.77639420895204,68.45285299944783,23.902366864430768,18.69605235064068,82.43504472493495,1
29.95106732375396,91.72255905935882,30.962314474710947,47.22242913471517,39.69921622074742,0
77.13516576204174,90.67296391210422,34.7194563574587,32.08671986492791,15.631697070886085,1
88.86218532930637,59.146028394595334,23.847950936663718,33.57395743336035,73.79509473975922,1
6.9675619079996585,89.73492844904064,29.812619022111114,31.614107681881993,36.047450514155386,0
91.13172778521576,42.220458082929554,22.9714644913961,9.949606947971839,67.12708252291326,1
25.57861855309373,75.77619270892319,28.47995381857415,20.916693205114008,27.064394198176565,0
9.757738947791928,53.80053023726218,26.95898730032504,37.54698991816591,8.122963480667266,0
